State Name,County Name,City Name,Date Local,AQI,PM2.5,County Code,Site Num,Latitude,Longitude,Local Site Name,Address,fips
California,Alameda,Livermore,2022-08-09,26.0,4.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-10,23.0,4.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-11,22.0,3.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-12,33.0,5.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-13,39.0,7.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-14,53.0,10.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-15,62.0,15.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-16,61.0,14.3,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-17,55.0,11.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-18,54.0,10.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-19,39.0,7.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-20,41.0,7.3,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-21,34.0,6.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-22,13.0,2.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-23,20.0,3.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-24,31.0,5.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-25,26.0,4.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-26,27.0,4.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-27,44.0,7.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-28,56.0,11.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-29,55.0,11.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-30,62.0,14.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-31,52.0,9.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-09-01,39.0,7.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-09-02,58.0,12.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-09-03,32.0,5.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-09-04,30.0,5.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
